ID,SMILES,Total_Score,pKd,k_off,SA,MW,QED,LogP
mol_195,"C1=CNC2NCNC2C(C2CCCCC2)C1",0.7960,6.047,0.9472,4.51,221.35,0.628,1.53
mol_196,"CC1(O)NC12CCCC(C1NC=CS1)O2",0.7955,6.269,0.7334,5.85,228.32,0.577,0.70
mol_197,"CN=C(O)CCCC1C(=O)NCCC1C(O)C(N)O",0.7953,6.074,0.9184,4.69,273.33,0.244,-0.87
mol_198,"CC1CCC(CCC(O)O)C(=O)N1",0.7951,5.991,1.0106,3.79,187.24,0.544,-0.01
mol_199,"CC1CCCCC1=NNC(=O)CC1NN=C(C2NCCC3NCCC32)O1",0.7945,6.125,0.8660,5.02,362.48,0.551,0.66
mol_200,"OC(O)C1CCCC(NC(NCC2=CC2)NC2CCCNC2)C1",0.7944,6.048,0.9459,4.56,324.47,0.278,-0.01
mol_201,"O=C(NC1C=NC2CCCCC2C1O)C1CNCC1CC1CCC(O)CC1",0.7943,6.087,0.9050,4.80,377.53,0.593,1.25
mol_202,"CC(C)C1NCCCC1C1CCCCC1O",0.7938,5.989,1.0124,3.85,225.38,0.757,2.56
mol_203,"COC1CC(C2=C=C(CC(CCO)CCO)C(COO)CC(CCCCO)C2)=C(O)CN1",0.7938,6.161,0.8308,5.26,455.59,0.102,2.67
mol_204,"CCC(CN)COC1NCC2=C1C(O)N1CCC(C3CSCC3C)C3=C1C1C2CNN1N3",0.7935,6.309,0.7008,6.14,462.66,0.359,0.40
mol_205,"CNC1=C(O)C2NCCNC2=NC1C(N)=O",0.7935,6.066,0.9265,4.69,225.25,0.366,-2.20
mol_206,"CN1CCC2C1=CNC(C(O)O)C2NN1CCCCC1",0.7935,6.058,0.9351,4.65,282.39,0.519,-0.58
mol_207,"OC1C=C2NC3C(O)C(O)C4CC(O)CCC4C3NC2CC1",0.7934,6.167,0.8252,5.30,310.39,0.337,-1.16
mol_208,"CC1CCCC2=C1N(CCCC(CN)NCC1NC3CCCCC3N1)CC2",0.7931,6.071,0.9211,4.74,375.61,0.524,2.29
mol_209,"CCNC1=NNC(C)C1N1CC(C)C(=O)C1N",0.7930,6.125,0.8656,5.07,239.32,0.580,-0.92
mol_210,"CCC(NCC1CNC(O)N(C(C)C)C2C(C(=O)NC(C)CCC(C)O)C12)C(C)O",0.7927,6.138,0.8528,5.15,428.62,0.279,0.22
mol_211,"C=C(C)CC1NNC2=C3C4C(=NCCC4=C(O)C2)C2CCCNC2N31",0.7926,6.194,0.7997,5.49,341.46,0.578,1.92
mol_212,"CNC1=C2C(O)CC3C(Cl)CCCC3C2NCC2=C1CCCC2",0.7925,6.100,0.8912,4.93,336.91,0.645,3.09
mol_213,"CC1=C(CC2OC3=CC(O)NC=C3S2(O)O)CCCC1",0.7921,6.132,0.8592,5.13,299.39,0.589,3.02
mol_214,"CCC1C=C(NCN(CC)CC)NCC1",0.7918,5.989,1.0132,4.04,211.35,0.655,1.74
mol_215,"CNNC1=C2C(=S)CC(Br)=C2C(Br)=CN1C1NCCCN1",0.7918,6.029,0.9676,4.52,435.19,0.401,1.76
mol_216,"C=CC(CCCCC)CNC(=O)OC1=C=CCCC1OC",0.7916,6.024,0.9724,4.50,293.41,0.398,3.94
mol_217,"OC1CCCCC1=C1NCCN1C(O)O",0.7913,5.986,1.0158,3.84,214.27,0.435,-0.69
mol_218,"CC1C2CCNC2C2CCCCC2N=NC1C1CCNCC1",0.7912,6.080,0.9119,4.85,304.48,0.782,2.99
mol_219,"CCC1C(S)OC(CNC(C)=O)N1N",0.7912,6.037,0.9588,4.58,219.31,0.450,-0.31
mol_220,"CCCCCC1C=CC2C(C)=C3NCCC(O)N3NC2C1C",0.7911,6.094,0.8975,4.93,305.47,0.552,2.74
mol_221,"NC(O)C1=C2CCNC2CC1",0.7908,6.015,0.9829,4.47,154.21,0.359,-0.28
mol_222,"CC1CC(Cl)C2OCC3CNC(O)C(COCCC4CCCC(C4)C(=O)CC12)C3",0.7900,6.372,0.6515,6.61,428.01,0.580,3.37
mol_223,"CC(C)CC=C=C(O)C(O)CNC(N)N",0.7899,5.998,1.0021,4.35,215.30,0.239,-0.22
mol_224,"OS(O)(O)C1CON(C(NC2CC(C3CC=NNC3)CN2)C2CCCC(CCCN3C=NCC3)C2)C1",0.7892,6.260,0.7416,5.98,527.74,0.253,2.20
mol_225,"CN1CCC2CC(NC(=O)CNC=C3CCCC(O)C3N)CCC2C1",0.7891,5.995,1.0059,4.29,350.51,0.595,0.57
mol_226,"CC1CCCCC1N1CC(=CO)C(C(C)(N)NN)=N1",0.7891,6.055,0.9390,4.76,267.38,0.262,0.82
mol_227,"CCN1C(=CC(CCN)NC2CCC=CC2N)C2CCCCC=C2C1O",0.7889,6.119,0.8717,5.15,360.55,0.544,1.99
mol_228,"CN1C(C#N)C1NC1CCNC1C1CCC(Br)CC1N",0.7887,6.169,0.8231,5.46,342.29,0.510,0.36
mol_229,"NCCN1NOC2=C1CC(CN)CC2",0.7885,5.998,1.0018,4.40,198.27,0.579,-0.33
mol_230,"CCC(C)C1CNC2CCCC(C(=N)CO)C21",0.7882,6.052,0.9419,4.77,238.37,0.657,2.05
mol_231,"CNC1C2CCCCC2CC2C3C(Cl)CCCC3C(=O)N21",0.7880,6.057,0.9365,4.80,310.87,0.755,2.98
mol_232,"CC1NC=C(C2C=C3CC(F)C(O)CC3C(O)N2)C1NCO",0.7875,6.236,0.7620,5.89,313.37,0.298,-0.90
mol_233,"NC(=O)C1=C2NC(CC3CCCNC3)(CC3CCCC(F)C3)N2CCC1",0.7875,6.038,0.9577,4.70,364.51,0.701,2.39
mol_234,"CCCNC(N)C1CCNC2NC(C3NC(N)NCC3O)CCC21",0.7870,6.169,0.8234,5.51,341.50,0.263,-2.26
mol_235,"CN1CCC=C1COC1C=CNC=N1",0.7859,6.063,0.9303,4.90,193.25,0.716,0.69
mol_236,"CCCC1NCC(NC)C1NC1CNC(O)CC1NC1CCCCC1",0.7859,6.060,0.9328,4.89,353.56,0.395,0.28
mol_237,"N=C(N)NC(=O)C1CCCCC1",0.7859,5.980,1.0231,2.33,169.23,0.396,0.58
mol_238,"CCCC1NCCC1N1CCC(C(O)CO)C1",0.7857,5.987,1.0151,4.18,242.36,0.644,0.19
mol_239,"OCC1CC2CCC3C(O)NC4CCCCC4CC3C2C1",0.7853,6.002,0.9977,4.55,293.45,0.696,2.52
mol_240,"CCC1CCC(N)C2NC(C)(C)SC12",0.7853,6.042,0.9527,4.80,214.38,0.700,1.94
mol_241,"CC1CCC2NCNNC2NC(C)O1",0.7849,6.141,0.8503,5.40,200.29,0.423,-0.53
mol_242,"CC(O)(CN1C=CCC=C(Br)C1=O)NC(=N)O",0.7848,6.005,0.9941,4.59,304.14,0.352,0.80
mol_243,"NCC1=C(O)C2C(CC1)CNC2O",0.7846,6.018,0.9791,4.67,184.24,0.451,-0.30
mol_244,"CC1CCNC2C(O)CC3CCCC4CCC1C2C43",0.7843,6.001,0.9983,4.58,263.42,0.704,2.81
mol_245,"ClC1CCCC2NCCC(Br)C12",0.7841,6.003,0.9964,4.60,252.58,0.653,2.52
mol_246,"NC1=C(C2NC(C3CCCNC3)C3=C2CNCC3O)NCN1",0.7840,6.091,0.9010,5.13,306.41,0.292,-2.13
mol_247,"O=C(O)C1=CCNC2NCC=NC12",0.7839,6.067,0.9256,4.99,181.20,0.483,-1.03
mol_248,"CC1CCCC2C1C(=O)NC(=O)N2C",0.7834,5.977,1.0265,3.69,196.25,0.627,0.97
mol_249,"COC1C(=O)C(C)C(=O)C2CCNC(NC(C)C)=C2C1O",0.7834,6.019,0.9786,4.71,296.37,0.634,-0.03
mol_250,"CC1CCC2CNC3NCCCNC3C2CC1O",0.7833,6.017,0.9802,4.70,253.39,0.501,0.28
mol_251,"CC(CCN)CCC1NC(O)C(C(O)C2CCCCC2Cl)NC1C(O)O",0.7829,6.111,0.8804,5.28,393.96,0.225,-0.16
mol_252,"OC1CCC(NC2CCCC(F)C2)CC1C1CCCOC1C1NNNN1",0.7827,6.076,0.9165,5.08,371.50,0.432,0.62
mol_253,"C=C(CC)C1CCNC(O)C(O)C1CO",0.7822,6.006,0.9927,4.67,215.29,0.494,-0.15
mol_254,"CC1CC=C(C(C)CNCO)CC1",0.7821,5.977,1.0263,4.04,183.29,0.515,1.91
mol_255,"CC1CCC2C(C1)C(O)C1NCC3CC4OC(C(O)O)C(O)C4C2C31",0.7820,6.146,0.8452,5.52,353.46,0.415,-0.31
mol_256,"CNC1=C2NC3C(CC(O)C34CCC=CN4)N2C2CCCCC12",0.7820,6.207,0.7878,5.89,316.45,0.581,0.99
mol_257,"OC1CC(O)C(O)C(O)C(C(O)O)C1",0.7819,5.987,1.0156,4.29,208.21,0.204,-2.85
mol_258,"OC(O)C(O)C1CC2(C(S)=NC3CCCN3)N=C2NN1",0.7816,6.199,0.7949,5.85,301.37,0.136,-2.29
mol_259,"CCC1NC(F)(F)CC(C(C)(C)C(N)CC)C1N",0.7812,6.060,0.9333,5.02,263.38,0.680,2.06
mol_260,"CC(C)N(O)C(O)C1CCCC2NC3[SH]=CN(CCCN4CCCCC4)C3CC21",0.7812,6.097,0.8948,5.25,426.67,0.217,2.29
mol_261,"CCC(C)NC1=C2NC3N4CNC(C)C4NN3C2C=C(C)N1",0.7810,6.158,0.8340,5.62,305.43,0.491,-0.30
mol_262,"CC(O)C1CCNCC1C1NONC1CNC1CCCCC1",0.7808,6.005,0.9939,4.71,312.46,0.502,0.29
mol_263,"CC1CCC2NC3SCC(O)C4=C3C2C(C1)N=C1NN=CC=C14",0.7805,6.161,0.8310,5.65,330.46,0.628,1.42
mol_264,"CCNC1NNCC1C1=C(F)C(C)NCC1",0.7795,6.040,0.9546,4.96,228.32,0.559,0.25
mol_265,"COC1=CC2C(CC1)C1CCC(C)C3C(N)NC(O)C2C13",0.7791,6.091,0.9010,5.27,292.42,0.687,1.66
mol_266,"CC(=O)NNC(O)CC1CC(C2CNNN2)CNC1O",0.7784,6.126,0.8650,5.51,288.35,0.197,-3.14
mol_267,"CC1=CCCCC1CC1(C(O)O)C(O)NC(C)C1N",0.7782,6.075,0.9171,5.21,270.37,0.369,0.06
mol_268,"CC(=O)N(C)C1NC(CC2CC=CC2N=O)CC(SC2CCNC2)N1",0.7781,6.142,0.8491,5.61,367.52,0.483,1.22
mol_269,"CC(CN(O)C(=O)O)C1CCCC2C(=O)NC(CCC(O)O)CC21",0.7781,6.003,0.9966,4.77,344.41,0.278,1.00
mol_270,"CNC1C2OCCC(C)CC2OC12C(C1CCCCC1)N2N",0.7780,6.095,0.8964,5.33,309.45,0.600,1.62
mol_271,"CC(=O)NC(NC(C(C)C#N)C1C(C)N=C2NCCC21)C(C)CO",0.7780,6.099,0.8925,5.36,335.45,0.498,0.22
mol_272,"CCCCCNNC1NCNC2=C1OC1NC3CC(N4CC4)CCN3C3NNCNC2=C13",0.7770,6.159,0.8323,5.75,446.60,0.130,-1.74
mol_273,"CC1CC=C(C2NC(O)C(C)NC3NC=NC3NC2N)CC1",0.7770,6.225,0.7721,6.14,308.43,0.353,-0.84
mol_274,"CCCC(C1=NCC=C1)C(N)COC1CCCC(C=N)C1",0.7766,6.026,0.9708,4.96,291.44,0.675,2.97
mol_275,"CCN(C)CN(CC)C1=NC(=O)C2=C=CCC(O)=CC2C1",0.7766,6.026,0.9702,4.96,289.38,0.636,2.09
mol_276,"CN(O)C1C(Br)CC(O)N(O)C1C(O)O",0.7765,6.072,0.9207,5.24,287.11,0.240,-1.47
mol_277,"CCNC1CC(C2=CCC(O)CC2N)C=CC1C",0.7765,6.002,0.9978,4.82,250.39,0.667,1.59
mol_278,"CC1CC2C(C=CC2(C)C(C)O)C(O)C1C",0.7763,6.024,0.9730,4.95,224.34,0.670,2.21
mol_279,"CNC(C)NC1NCC2NC(C)C(N(CCC3CNCC(Cl)N3)C(=N)N)C=C21",0.7758,6.188,0.8051,5.96,414.00,0.063,-1.56
mol_280,"CCC(CCC(NC(CO)CC1=CC2CC(O)COCC(O)C2C=N1)C1C=CN=CC1)C(N)=O",0.7754,6.151,0.8404,5.75,476.62,0.299,0.93
mol_281,"CC(O)=NCC1CCC2OCC(C=NC3C(O)CCCC3C(=N)O)C2C1",0.7752,6.092,0.8991,5.40,365.47,0.442,2.53
mol_282,"CC1CC(CN(C(O)NCCCC(=O)NC2CCCC2C)C2CCC(O)CC2C)NC1O",0.7747,6.030,0.9660,5.04,454.66,0.216,1.10
mol_283,"CCC1=C=CCCN1C1NCCC(CNC(O)=NC(C)CCO)N1",0.7746,6.080,0.9122,5.34,337.47,0.266,0.65
mol_284,"CC1CCC2CNC3CCCC1C23",0.7745,5.976,1.0281,4.23,179.31,0.602,2.42
mol_285,"CCC1CCC(O)C(O)C1CN=C(C)N",0.7742,5.978,1.0258,4.29,214.31,0.473,0.52
mol_286,"C=C1CC(Br)CCC1=CC1CC(C)CC1O",0.7739,6.017,0.9808,4.98,285.23,0.726,3.82
mol_287,"NS(O)(N=O)NC(=O)CCCF",0.7738,5.968,1.0381,4.04,199.21,0.564,0.60
mol_288,"CC1=NC(C(O)COC2CCCNC2NC(O)CCCCO)OCC1",0.7736,6.025,0.9715,5.04,359.47,0.269,-0.28
mol_289,"CC(O)OC1CCC(C(O)N(C)C)N1",0.7734,6.003,0.9971,4.91,204.27,0.528,-0.70
mol_290,"CN1CC2CC3C4=C5C(O)C6CCCC(=O)N6C5CC4C(=O)NC3CC2C1=O",0.7732,6.053,0.9403,5.23,385.46,0.576,0.04
mol_291,"CC(O)NC1NC(=O)CC2C1C=CC1CNCCC12",0.7728,6.008,0.9910,4.96,265.36,0.412,-0.21
mol_292,"CC1CC(C2NC=C(CO)C2C2=NCCCCC2)C(N)CN1",0.7727,6.022,0.9749,5.05,306.45,0.621,0.79
mol_293,"C=NC1(CC(O)=NC)N=CCCC1C1CC(C)CC(O)C1O",0.7722,6.091,0.9009,5.48,309.41,0.543,1.61
mol_294,"CNC(C)C1NC2NCNCC2C2C3CCCCC3C(=N)NC12",0.7717,6.098,0.8931,5.54,320.49,0.432,0.03
mol_295,"C1=C2NCCCN2C2NCCC12",0.7716,5.984,1.0191,4.52,165.24,0.532,0.07
mol_296,"NC(N)C1CC2C(=CN1)CN=C1CCC(F)CC12",0.7714,6.093,0.8988,5.52,252.34,0.601,0.68
mol_297,"CC1NNC2NC(N)C(O)N(C)C(O)C12",0.7711,6.118,0.8728,5.68,217.27,0.255,-3.12
mol_298,"CN(C(O)O)C1NC2NCCCC2C(C2NCCC3NCNC32)N1",0.7710,6.132,0.8588,5.77,341.46,0.249,-3.39
mol_299,"CC(O)C1CCCC2C1NC(=O)C1SC3CC(O)CCC3C12",0.7705,6.037,0.9580,5.21,325.47,0.684,1.54
mol_300,"OCCc1ncn(C(=C2CCCCN2)C2C=COC2)n1",0.7703,5.980,1.0228,4.47,276.34,0.855,0.92
mol_301,"CC1C(O)NC(=N)C2CCCC(Br)C21",0.7701,6.013,0.9855,5.07,261.16,0.581,1.70
mol_302,"CN1CCC2=C3C(NC4SC(Cl)CC4C31)C(C1=CCCCC1)NC2O",0.7699,6.110,0.8815,5.66,381.97,0.481,2.39
mol_303,"CCC1CC(C2CNC3CCC4=CCC(O)C4C32)C(=O)N1",0.7693,6.018,0.9792,5.13,290.41,0.670,1.21
mol_304,"C=NCCC1CC(OCCC)C2C(O)NC(=O)C2C1=C",0.7692,6.020,0.9771,5.14,280.37,0.566,1.13
mol_305,"O=C(OCCC1CCC2=C(CCNC2)N1)C1CCCC(C=NNC2=CCCNC2)C1",0.7688,5.991,1.0102,4.80,415.58,0.290,2.18
mol_306,"CNC(C(C)C(N)S)C1CNN(C)C2N=CCC12",0.7684,6.140,0.8514,5.89,271.43,0.426,-0.09
mol_307,"CNC1=C2NCCC2C2C3OCN4CCC4C3C3CCC=C=C1C32",0.7683,6.134,0.8572,5.86,325.46,0.721,1.82
mol_308,"CCCCC1CCC(NC(O)C2=C=C=CCCC2CC2CNCC(C)C2)CC1",0.7676,5.996,1.0041,4.97,386.62,0.409,4.93
mol_309,"C=C1CCCNC(=O)C2NC3C(CCC)CCCN3CC2CC1NCC(C)O",0.7674,6.026,0.9701,5.23,392.59,0.535,1.61
mol_310,"CCC1CCNC2NNC(NC3CNNC3)C12",0.7672,6.051,0.9431,5.39,240.36,0.359,-1.55
mol_311,"CC(C)CC1CCCCC1NC1NC(N)=NC(OC2OC(C)CC(O)C2O)N1",0.7670,6.003,0.9962,5.11,399.54,0.371,0.13
mol_312,"NC1CCCC(O)C(I)C1",0.7666,5.962,1.0443,4.12,255.10,0.386,1.05
mol_313,"CCC1C2CC3CNCCC3CC2NC2C(NN)C=CNCC12",0.7666,6.060,0.9334,5.46,319.50,0.380,0.55
mol_314,"OC1=NCCCOC1C(C1CCCCN1)N1CCOC1O",0.7658,5.988,1.0141,4.80,299.37,0.672,-0.15
mol_315,"CC1C(=O)NC(N)C2CCCC(O)C(O)C12",0.7656,5.980,1.0234,4.60,228.29,0.435,-0.82
mol_316,"CCN(N)C(N)C1CNCNC1C(N)O",0.7653,6.038,0.9577,5.37,218.30,0.167,-3.12
mol_317,"CNC(O)C1CCCC1=C1NC2CCCC=C2C2CCNC2N1",0.7650,6.006,0.9933,5.18,318.47,0.390,1.14
mol_318,"CN(C)C1C(NC2C(O)NC3NC(=O)N4C(=C5CC6=C(F)CCCC6N5)OC(C)(O)C2N34)CC2CC21",0.7650,6.183,0.8101,6.25,505.60,0.309,-0.22
mol_319,"C=CCNNC(=CCOCC=C)C1CCC(O)C(NS(C)(O)O)C1",0.7648,5.985,1.0171,4.76,361.51,0.189,1.77
mol_320,"OC(O)C1CCC(F)C(O)C1O",0.7645,5.971,1.0336,4.41,180.18,0.381,-1.23
mol_321,"OC(CNC1CC(O)C(O)NO1)NCC(O)C1CCC(Cl)CC1O",0.7644,6.075,0.9170,5.62,369.85,0.181,-2.46
mol_322,"NC1NC2=C(N1)C(C1CCNN1)CN2",0.7642,6.042,0.9532,5.42,196.26,0.282,-2.32
mol_323,"C=CC=CC(OC)C(O)CC(C)C(N=C)OO",0.7630,6.006,0.9933,5.24,243.30,0.279,1.65
mol_324,"N=CCC1NNCC1C1CCCC(F)C1O",0.7623,6.015,0.9826,5.32,229.30,0.536,0.62
mol_325,"CCC1N=CC1C(C)S",0.7614,5.996,1.0043,5.16,143.25,0.566,1.78
mol_326,"CC1(C(N)O)C2CCC(O)CC2CC1C1C(N)C=CC(=O)C1NC(O)CN1CCCC1",0.7612,6.027,0.9698,5.42,436.60,0.306,-0.48
mol_327,"CC1CC(N)C(O)=C(O)C1I",0.7610,5.986,1.0160,4.90,269.08,0.461,1.48
mol_328,"CCC1=C=C2C(Cl)=CCN=C2C2OCNC2C(=O)N1",0.7601,6.025,0.9719,5.45,279.73,0.699,0.83
mol_329,"CC1NC(=N)NCC1I",0.7600,6.012,0.9864,5.37,239.06,0.420,0.31
mol_330,"CC1CCCCC1NCCC1CC2(NC(N)O)CCCC2C(=O)N1",0.7597,5.977,1.0264,4.71,338.50,0.461,0.80
mol_331,"COC(C1CCC(N)CC1)C1NCCC=C1C(O)C1C=C2CCCOC2C2NN=CCC12",0.7594,6.056,0.9378,5.65,444.62,0.483,1.87
mol_332,"CCN(C)C1CC2C(C3=NC(NC(C)C)N=C(C)N3)=CCC(O)C2N1",0.7581,6.015,0.9833,5.44,348.50,0.586,0.64
mol_333,"NC1NNC2=C1C(N=NC1CCOCC1)CC1CCC(F)CC1N2",0.7577,6.001,0.9985,5.37,338.43,0.565,1.09
mol_334,"OC1CC2CNC3CCC4NC=C(Cl)C5C4=C3N2C5C1",0.7575,6.005,0.9945,5.40,293.80,0.621,0.88
mol_335,"NC1CC2C(=C=CC(O)CC2O)CN1",0.7575,6.070,0.9222,5.80,196.25,0.378,-0.91
mol_336,"OC1CC(C2CNC3CCN=CCC32)C(N2CCCN2)CN1",0.7570,6.038,0.9573,5.62,307.44,0.557,-0.44
mol_337,"O=C1NC(O)C2C1CCCCC1CCCCC12",0.7567,5.945,1.0650,3.94,237.34,0.677,2.05
mol_338,"CCC(CC(O)CCO)[SH](O)O",0.7567,5.981,1.0219,4.90,198.28,0.410,0.85
mol_339,"CCNC(O)C1N=C(O)NC(C)(CC)CNNCC(O)CN1",0.7566,6.052,0.9417,5.71,318.42,0.278,-2.03
mol_340,"CC1CCCC(NC=N)C1C1=NNCC1CCCC1CCCCC1OI",0.7566,5.994,1.0065,5.25,474.43,0.272,4.66
mol_341,"CC1CC(C2COC(C)(C)C2)C(CO)N1",0.7559,5.964,1.0425,4.48,213.32,0.723,1.16
mol_342,"CCC(O)NC1CC=C(C)C2=C(CC3=C(CCCC3)C2O)C1",0.7558,5.971,1.0334,4.68,303.45,0.553,3.34
mol_343,"N=C(N)NC(=O)CC1CCCCC1",0.7558,5.944,1.0664,2.43,183.25,0.440,0.97
mol_344,"CCC1CCC(CC(O)NC(CO)N(C=C2CCNCC2C2NCNO2)C(O)CC)C1",0.7555,6.047,0.9478,5.72,441.62,0.228,0.36
mol_345,"CC1CCC(=C2C(O)Nc3nc(CCNC(O)O)cn32)CC1",0.7550,5.955,1.0537,4.28,308.38,0.518,0.45
mol_346,"NC1CC(N=C=O)C(Cl)=CC(=O)N1",0.7548,5.983,1.0192,5.02,201.61,0.448,-0.38
mol_347,"CCC1CCNC(O)CCOCC(C(O)=NC2CCC(N)CC2O)C(C)C2CCC(N)C1=C2O",0.7546,6.197,0.7968,6.65,482.67,0.236,1.73
mol_348,"CCC1C(CCO)CC2NCCC3NC4C(O)CCC(NC(=N)O)C4CC(C4=NC(N)=CCC41)C23",0.7539,6.082,0.9101,5.98,488.68,0.218,1.22
mol_349,"C=C1C=CCC2C(C3CN(C(N)CC4CC(C)(C)CCC4=O)C(=O)S3)C(O)N(C)C2C1",0.7532,6.006,0.9932,5.54,447.65,0.687,3.37
mol_350,"CNC(=O)C1CC2C(NC(C)=O)NC(O)C3=CCCC1C32",0.7524,5.979,1.0239,4.99,293.37,0.526,-0.30
mol_351,"CC(O)C1CC2NC3C(CCNC3C3NCNN3)C2CS1",0.7522,6.090,0.9013,6.08,313.47,0.382,-1.21
mol_352,"CC12CCC3CC(Br)CCC3C1=CNN2",0.7520,5.984,1.0188,5.11,271.20,0.662,2.71
mol_353,"NC1NCCC2=CC(N)S(O)(O)CC21",0.7515,5.992,1.0089,5.35,219.31,0.365,-0.14
mol_354,"COC1C(C2C=CCCC2)NCC2NNC(C3CCC(Cl)CC3)C21",0.7502,5.982,1.0214,5.11,353.94,0.539,2.59
mol_355,"ON(O)C1CCCNC1C1CNC2CNCC21",0.7497,5.979,1.0251,5.04,242.32,0.400,-1.01
mol_356,"CNC1C2C3C(C)C=C(C)C3N=C3NC(O)C312",0.7491,6.085,0.9072,6.14,233.31,0.563,0.11
mol_357,"CCN(CCN=C(O)CN(NC1CCCCC1C)C1CNCN1)C1CCC=[SH]1",0.7487,5.998,1.0023,5.58,412.65,0.123,1.51
mol_358,"O=C1NC(C2CNN(CC(O)O)N2)=NC2(C(CO)C(O)c3ccno3)CC12",0.7484,6.025,0.9716,5.80,382.38,0.235,-3.39
mol_359,"CC(OO)C(O)C1CCCC1",0.7479,5.934,1.0786,3.61,160.21,0.485,1.42
mol_360,"CC(O)CC=NNC1=CC2CNCC(C2)OC2NC(O)C3CCC(=NNN1)N23",0.7477,6.222,0.7741,7.01,394.48,0.219,-1.74
mol_361,"C=C(C1NC(C)=NC(O)C1=CO)N(C)CC",0.7474,5.970,1.0354,4.89,225.29,0.615,0.60
mol_362,"NCNC1NCC2NC3NC(O)C4CCCC=C4NC3N21",0.7469,6.030,0.9659,5.87,295.39,0.279,-2.54
mol_363,"NC1(C2CCCNC2)CCCC1",0.7454,5.931,1.0824,3.32,168.28,0.618,1.26
mol_364,"CCC1C(=O)C(N)C(O)C2C(C3CCCNC3)CN3C(CC)C123",0.7454,6.009,0.9897,5.79,321.47,0.654,0.36
mol_365,"CCNCC(C)C1CCC=C2CNC(=O)C(NC3CCCCC3)C21",0.7454,5.947,1.0634,4.37,333.52,0.655,2.61
mol_366,"CCCCCCCC1=CNCC=C1",0.7452,5.931,1.0828,2.95,179.31,0.616,3.39
mol_367,"CC(O)=NC1CCC(C(O)O)C(C2NCNC2C)C1",0.7449,5.980,1.0233,5.23,271.36,0.282,-0.03
mol_368,"N=CCC1CC(Cl)C(O)NC1CC=N",0.7448,6.014,0.9845,5.84,217.70,0.418,0.97
mol_369,"CC(=N)NC(=O)C1=CCCCC1",0.7443,5.930,1.0841,3.15,166.22,0.451,1.60
mol_370,"C1=C2C3=C4C(CN2CNC1)C1CCCN1C4NCC3",0.7439,5.965,1.0410,4.87,258.37,0.661,0.46
mol_371,"C1CON(C2CCNCC2)C1",0.7433,5.928,1.0858,3.21,156.23,0.594,0.38
mol_372,"CC1=C(OCC(O)NNCO)CC=C(O)C2CC(C)CC3C2CN2C1NCC2C(O)N3O",0.7426,6.213,0.7828,7.10,455.56,0.186,-0.86
mol_373,"CC(C)NC1CC(O)NCC1C1CCCC2=C=CCC21",0.7424,5.985,1.0176,5.42,276.42,0.692,2.18
mol_374,"NC(CCCO)C1OCCN1C1CCCCC1O",0.7422,5.933,1.0805,4.13,258.36,0.649,0.05
mol_375,"NC1NC=CC(C2CCCC(O)C2CCCO)N1",0.7419,5.958,1.0500,4.75,255.36,0.482,-0.15
mol_376,"C=CCCCCC(CN)CC(CC)NCC1CCCCC1",0.7418,5.927,1.0882,3.39,294.53,0.406,4.65
mol_377,"CCC(C)C1CN(C)NC1NC",0.7409,5.955,1.0527,4.72,171.29,0.652,0.64
mol_378,"CCCC1CCC(N)C(C(O)CCCCCC(O)O)C1",0.7406,5.925,1.0901,3.93,287.44,0.386,2.15
mol_379,"COc1nc2c(o1)=C1CC(N)OC#CC1C=CN=2",0.7404,6.002,0.9981,5.90,245.24,0.659,-0.74
mol_380,"N=CNC1N=NC=NC(O)C1CC1=CCCCC1",0.7398,5.977,1.0265,5.31,249.32,0.403,1.83
mol_381,"COC1CC(C)CC2OCC3CCC(N4CC5CCCCN5C4OO)C=C3OC12",0.7398,5.976,1.0279,5.28,408.54,0.569,2.82
mol_382,"CCN1CC2(F)NC(O)N2C2CCCCC(O)C2C1O",0.7392,5.968,1.0378,5.08,289.35,0.481,-0.64
mol_383,"CC1C2=C(OC1C1(ON)C=N1)C(N)CCC2",0.7383,5.977,1.0268,5.35,223.28,0.666,0.46
mol_384,"CC(CCN(C)C1CCCNC1C)C(O)O",0.7361,5.924,1.0909,4.12,230.35,0.598,0.40
mol_385,"O=C(O)NC1CCCC(CC2CC(O)CCN2)C1",0.7356,5.919,1.0982,3.87,256.35,0.614,1.32
mol_386,"COC(C=C(C)SC(C)C(O)NCC1=C2C1CC(O)CC1NC(C)CC21)C(O)CNCNN",0.7352,6.004,0.9954,6.07,485.70,0.058,-0.25
mol_387,"CC1CCC(CCl)=C2C(O)NNC21",0.7351,5.956,1.0521,4.91,202.68,0.434,0.75
mol_388,"COC1=C(O)C2CONC(C)(C)C2C=C1",0.7350,5.951,1.0579,4.79,211.26,0.690,1.52
mol_389,"CC(C1CCCNC1)C1C(N)NCC2NC21",0.7341,5.963,1.0440,5.10,224.35,0.476,-0.53
mol_390,"CC1CCC(Cl)C=CC1C(O)N1NC2CC3OCNC3CC2C1CC(S)NC1C=CCCC1",0.7331,6.036,0.9590,6.32,497.15,0.168,3.14
mol_391,"CCCC1CNC2NC=CCC12",0.7330,5.944,1.0661,4.69,166.27,0.649,1.46
mol_392,"CC(N)C(C)C1CCC(C(N)O)C2NC=CN12",0.7327,5.972,1.0329,5.38,240.35,0.510,-0.27
